idx,real labels,pred labels,probs
3.0,4.0,4.0,3.0231697700777715e-10,7.401156909558892e-10,8.613745450247734e-08,4.091626522040315e-07,0.9999991655349731,2.3506028412612068e-07,5.8878612207990955e-08,2.38328450308245e-08,6.847941658172374e-10,2.4207451598812213e-09
10.0,4.0,4.0,7.109273614247513e-09,2.550819451496711e-11,7.161101621022681e-06,1.8957332940772176e-05,0.9999655485153198,6.99489135058684e-07,7.664541044505313e-06,6.346232872544988e-09,3.783780844202056e-09,4.762434890892564e-10
20.0,4.0,4.0,1.3098109263864899e-08,7.511020783113054e-08,2.179128433255073e-09,4.5521747438215243e-07,0.9999417066574097,5.538393452297896e-05,4.485877502791169e-10,2.2513945623359177e-06,1.573316199543484e-10,1.8997117767760585e-10
28.0,4.0,4.0,2.714364377709444e-08,1.4700936468159398e-08,1.5088973270849237e-07,0.00015345071733463556,0.9980906844139099,0.0013555098557844758,9.97264123725472e-06,0.0003840722783934325,5.880515800527064e-06,2.0385593302307825e-07
34.0,4.0,4.0,5.572874384185411e-10,6.59017155082986e-12,3.850788345971523e-07,3.7029030952595576e-09,0.9999996423721313,7.440958960103217e-11,1.2072870481105724e-10,1.3327094636195191e-11,5.140483524956885e-12,1.2670589577545854e-10
58.0,4.0,4.0,1.12426667975285e-09,3.829333294902426e-08,0.0020687824580818415,5.670176960848039e-06,0.9974831938743591,7.654126238776371e-05,1.7640706573729403e-05,0.00034776850952766836,3.104913730567205e-07,1.2846640196073622e-08
66.0,4.0,4.0,5.555214244168383e-08,3.524158387335774e-08,3.4097317325176846e-07,1.6633523500786396e-06,0.9999336004257202,1.622275135559903e-06,8.696946635078362e-11,6.257262430153787e-05,1.0912712511412792e-08,2.5334889741657207e-09
82.0,4.0,4.0,7.665896362141211e-09,1.672675366271026e-11,2.3082460756995715e-05,0.0003603569930419326,0.9996156692504883,7.653646889593801e-07,1.3251818131720938e-07,2.9038964566296954e-09,1.3883997285191185e-09,4.4287329359349314e-09
86.0,4.0,4.0,1.092194806817659e-10,8.813347385228099e-09,1.1814275922006345e-06,9.406777934373167e-08,0.9999985694885254,1.8749860331013224e-08,3.5456515501408603e-09,1.519958203743954e-07,6.145914333011149e-10,6.875971458875085e-10
89.0,4.0,4.0,2.016437520069303e-06,6.035709702700842e-06,0.00017659837612882257,0.0011354184243828058,0.9822770953178406,3.538703822414391e-05,8.451958244393154e-09,0.016350485384464264,1.6916643289732747e-05,6.196729174234861e-08
98.0,4.0,4.0,3.4883774446825555e-07,1.1028049584638211e-07,5.123645678395405e-06,3.912427928298712e-05,0.9999524354934692,1.284155004555032e-08,2.7581747872318374e-06,5.965135940755317e-09,5.61323929559876e-08,1.3879307481090564e-08
130.0,4.0,4.0,3.935265979748692e-08,2.99338989862008e-06,0.2066277712583542,0.0036986235063523054,0.7888011932373047,0.00018627480312716216,0.0006770176696591079,2.3346631223830627e-06,2.719595613598358e-06,9.845335853242432e-07
145.0,4.0,4.0,2.555595925851639e-12,5.913550898961617e-11,3.98800575895919e-11,7.467396145877103e-10,1.0,1.002470328970162e-09,6.876549552004008e-09,2.969634900398116e-13,1.3559103839710929e-09,1.3899153529506325e-11
149.0,4.0,4.0,2.348610417257646e-09,4.601968528472611e-10,2.3792112724407843e-09,3.4795172298984767e-10,1.0,2.3355459927154598e-11,2.273110366601827e-09,4.952792065360256e-10,2.0282454882281087e-10,5.56601376100474e-10
153.0,4.0,4.0,6.45157971490562e-09,8.144893093309236e-10,1.3979444020151277e-06,3.343762102758774e-07,0.9999954700469971,2.6356015041528735e-06,5.31101846945603e-08,4.9876032193196806e-08,2.1412475958992871e-10,2.6806581260307993e-11
158.0,4.0,4.0,1.1593182307478855e-06,6.416131327569019e-06,0.0003851416113320738,4.64089862362016e-05,0.8779926896095276,0.0002823315153364092,9.49467064970122e-08,0.12128546833992004,2.7950522962783e-07,1.2742397359488677e-08
162.0,4.0,4.0,1.2347712186056015e-07,3.958230445277877e-05,5.758266070188256e-06,1.680102650425397e-05,0.9984319806098938,0.000992373563349247,1.067283164957189e-06,0.0005026122089475393,1.4643107704159775e-07,9.502463399257977e-06
